Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 PEOPLE:People Occupant Count [](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 PEOPLE:People Total Heating Rate [W](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 LIGHTS:Lights Electric Power [W](TimeStep),THERMAL ZONE 1 189.1-2009 - OFFICE - CLOSEDOFFICE - CZ4-8 ELECTRIC EQUIPMENT:Electric Equipment Electric Power [W](TimeStep),THERMAL ZONE 1:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),THERMAL ZONE 1:Zone Windows Total Heat Gain Rate [W](TimeStep),THERMAL ZONE 1:Zone Windows Total Heat Loss Rate [W](TimeStep),SUB SURFACE 2:Surface Window Total Glazing Layers Absorbed Solar Radiation Rate [W](TimeStep),SUB SURFACE 2:Surface Window Total Glazing Layers Absorbed Shortwave Radiation Rate [W](TimeStep),SUB SURFACE 2:Surface Window Heat Gain Rate [W](TimeStep),SUB SURFACE 2:Surface Window Heat Loss Rate [W](TimeStep),SURFACE 2:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 3:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 4:Surface Outside Face Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 4:Surface Outside Face Solar Radiation Heat Gain Rate per Area [W/m2](TimeStep),SURFACE 4:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 5:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 1:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),SURFACE 6:Surface Inside Face Beam Solar Radiation Heat Gain Rate [W](TimeStep),THERMAL ZONE 1:Zone Mean Radiant Temperature [C](TimeStep),THERMAL ZONE 1:Zone Mean Air Temperature [C](TimeStep),THERMAL ZONE 1:Zone Operative Temperature [C](TimeStep),THERMAL ZONE 1:Zone Infiltration Sensible Heat Loss Energy [J](TimeStep),THERMAL ZONE 1:Zone Infiltration Sensible Heat Gain Energy [J](TimeStep),THERMAL ZONE 1:Zone Air System Sensible Heating Rate [W](TimeStep),THERMAL ZONE 1:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),THERMAL ZONE 1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Heating Rate [W](TimeStep),THERMAL ZONE 1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Supply Air Sensible Cooling Rate [W](TimeStep) 
 02/24  14:40:00,-13.3,348.3333333,206.6666667,2.04,204,108,58.32,1174.446989,1053.030198,0,350.9618709,376.7821659,1053.030198,0,0,0,2400.713617,416.7905584,0,0,181.1373622,0,32.39794825,24,28.19897412,8122.365746,0,0,21,24,0,1706.697989
 02/24  14:45:00,-13.3,337.5,213,2.04,204,108,58.32,1154.208076,1031.47339,0,345.0348173,370.3677394,1031.47339,0,0,0,2360.885167,409.875897,0,0,183.49196,0,32.29775,24,28.148875,8121.896667,0,0,21,24,0,1683.713838
 02/24  14:50:00,-13.3,326.6666667,219.3333333,2.04,204,108,58.32,1133.494625,1009.429203,0,339.0567779,363.8937498,1009.429203,0,0,0,2320.561459,402.8752533,0,0,185.5338316,0,32.19718857,24,28.09859428,8121.427587,0,0,21,24,0,1660.851698
 02/24  14:55:00,-13.3,315.8333333,225.6666667,2.04,204,108,58.32,1112.276549,986.8694526,0,333.026733,357.3585753,986.8694526,0,0,0,2279.711262,395.7832052,0,0,187.2506996,0,32.09592983,24,28.04796491,8120.958508,0,0,21,24,0,1637.99426
 02/24  15:00:00,-13.3,305,232,2.04,204,108,58.32,1090.523938,963.7657283,0,326.9436225,350.7605565,963.7657283,0,0,0,2238.304063,388.5944553,0,0,188.6303697,0,31.99379572,24,27.99689786,8120.489428,0,0,21,24,0,1615.076496
 02/24  15:05:00,-13.25833333,294.1666667,238.3333333,2.04,204,108,58.32,1068.207257,940.5684646,0,320.8062186,344.0978744,940.5684646,0,0,0,2196.309964,381.3038132,0,0,189.6608562,0,31.89177828,24,27.94588914,8109.531652,0,0,21,24,0,1592.278416
 02/24  15:10:00,-13.21666667,283.3333333,244.6666667,2.04,204,108,58.32,1045.297587,916.7565248,0,314.6129883,337.3684155,916.7565248,0,0,0,2153.699576,373.9061765,0,0,190.3305264,0,31.78877614,24,27.89438807,8098.578804,0,0,21,24,0,1569.38125
 02/24  15:15:00,-13.175,272.5,251,2.04,204,108,58.32,1021.766881,892.313828,0,308.3619444,330.5696285,892.313828,0,0,0,2110.443886,366.3965081,0,0,190.6282643,0,31.68470292,24,27.84235146,8087.630882,0,0,21,24,0,1546.359652
 02/24  15:20:00,-13.13333333,261.6666667,257.3333333,2.04,204,108,58.32,997.5882578,867.2140011,0,302.0504884,323.6983726,867.2140011,0,0,0,2066.514105,358.7698098,0,0,190.5436516,0,31.57947051,24,27.78973526,8076.687884,0,0,21,24,0,1523.195604
 02/24  15:25:00,-13.09166667,250.8333333,263.6666667,2.04,204,108,58.32,972.7363136,841.431093,0,295.6752473,316.7507598,841.431093,0,0,0,2021.881482,351.0210906,0,0,190.0671646,0,31.4729885,24,27.73649425,8065.749807,0,0,21,24,0,1499.872692
 02/24  15:30:00,-13.05,240,270,2.04,204,108,58.32,947.1874366,814.9405357,0,289.2319052,309.721992,814.9405357,0,0,0,1976.517086,343.1453274,0,0,189.1903857,0,31.36516252,24,27.68258126,8054.816649,0,0,21,24,0,1476.375032
 02/24  15:35:00,-13.00833333,224.75,247.5,2.04,204,108,58.32,866.4559323,728.190958,0,266.0396014,284.8201743,728.190958,0,0,0,1814.822941,315.0734272,0,0,168.2996044,0,31.21059896,24,27.60529948,8043.888408,0,0,21,24,0,1445.302346
 02/24  15:40:00,-12.96666667,209.5,225,2.04,204,108,58.32,787.5576711,643.6240757,0,243.2030675,260.3103315,643.6240757,0,0,0,1655.934689,287.4886613,0,0,148.2207277,0,31.04135046,24,27.52067523,8032.965082,0,0,21,24,0,1410.311108
 02/24  15:45:00,-12.925,194.25,202.5,2.04,204,108,58.32,710.5601964,561.1734358,0,220.7203395,236.1917519,561.1734358,0,0,0,1499.893728,260.3982167,0,0,128.9941994,0,30.86132965,24,27.43066482,8022.046669,0,0,21,24,0,1373.225205
 02/24  15:50:00,-12.88333333,179,180,2.04,204,108,58.32,635.5297813,480.9042204,0,198.5904286,212.4646782,480.9042204,0,0,0,1346.741198,233.8092358,0,0,110.6593692,0,30.67225426,24,27.33612713,8011.133166,0,0,21,24,0,1334.648918
 02/24  15:55:00,-12.84166667,163.75,157.5,2.04,204,108,58.32,562.5315623,402.9081644,0,176.8140497,189.1310426,402.9081644,0,0,0,1196.520645,207.7292787,0,0,93.25397051,0,30.47496027,24,27.23748014,8000.224571,0,0,21,24,0,1295.048149
 02/24  16:00:00,-12.8,148.5,135,2.04,204,108,58.32,490.0581982,325.6510665,0,154.9102561,165.6746834,325.6510665,0,0,0,1045.64977,181.5364183,0,0,76.81355954,0,30.26786318,24,27.13393159,7989.320883,0,0,21,24,0,1254.819946
 02/24  16:05:00,-12.84166667,133.25,112.5,2.04,204,108,58.32,421.3508981,251.384672,0,133.8644381,143.1558674,251.384672,0,0,0,901.5287016,156.5153996,0,0,61.37092126,0,30.05538805,24,27.02769403,7999.18948,0,0,21,24,0,1212.776809
 02/24  16:10:00,-12.88333333,118,90,2.04,204,108,58.32,334.1009386,156.8146377,0,106.795148,114.1758077,156.8146377,0,0,0,712.5341006,123.7038369,0,0,46.95545462,0,29.81957037,24,26.90978519,8009.060145,0,0,21,24,0,1166.819911
 02/24  16:15:00,-12.925,102.75,67.5,2.04,204,108,58.32,269.3785838,86.69032713,0,86.35058786,92.33450955,86.69032713,0,0,0,573.5041482,99.5666924,0,0,33.592548,0,29.59289697,24,26.79644849,8018.932876,0,0,21,24,0,1121.212018
 02/24  16:20:00,-12.96666667,87.5,45,2.04,204,108,58.32,207.5440098,19.55877913,0,66.48182187,71.12762956,19.55877913,0,0,0,439.0169849,76.21822654,0,0,21.30295783,0,29.36504398,24,26.68252199,8028.807676,0,0,21,24,0,1075.779694
 02/24  16:25:00,-13.00833333,72.25,22.5,2.04,204,108,58.32,148.9134504,0,44.17849884,47.29366801,50.66719568,0,44.17849884,0,0,309.7833672,53.78183459,0,0,10.1022045,0,29.13604269,24,26.56802135,8038.684546,0,0,21,24,0,1030.370486
 02/24  16:30:00,-13.05,57,0,2.04,204,108,58.32,80.91340329,0,118.1964629,24.92652404,26.80207935,0,118.1964629,0,0,156.7546778,27.21435378,0,0,0,0,28.89437338,24,26.44718669,8048.563487,0,0,21,24,0,983.3644959
 02/24  16:35:00,-13.09166667,52.25,0,2.04,204,108,58.32,74.3830537,0,124.6800929,22.91475703,24.63894023,0,124.6800929,0,0,144.1826452,25.03170923,0,0,0,0,28.70201219,24,26.3510061,8058.4445,0,0,21,24,0,943.8367496
 02/24  16:40:00,-13.13333333,47.5,0,2.04,204,108,58.32,67.855528,0,131.3492463,20.90385995,22.47673651,0,131.3492463,0,0,131.6171375,22.85019749,0,0,0,0,28.52174959,24,26.2608748,8068.327585,0,0,21,24,0,908.0447354
 02/24  16:45:00,-13.175,42.75,0,2.04,204,108,58.32,61.31804639,0,138.0795313,18.88989581,20.31123495,0,138.0795313,0,0,119.0286254,20.66469191,0,0,0,0,28.34959818,24,26.17479909,8078.212745,0,0,21,24,0,874.3369115
 02/24  16:50:00,-13.21666667,38,0,2.04,204,108,58.32,54.75111533,0,144.8753126,16.86685935,18.13597844,0,144.8753126,0,0,106.3720664,18.46737264,0,0,0,0,28.18393185,24,26.09196592,8088.099981,0,0,21,24,0,842.2968209
 02/24  16:55:00,-13.25833333,33.25,0,2.04,204,108,58.32,48.12367567,0,151.7629353,14.82518236,15.94067882,0,151.7629353,0,0,93.57569419,16.24578024,0,0,0,0,28.02382103,24,26.01191051,8097.989292,0,0,21,24,0,811.6944082
 02/24  17:00:00,-13.3,28.5,0,2.04,204,108,58.32,40.99208718,0,159.2208454,12.62819515,13.57838292,0,159.2208454,0,0,79.61441873,13.8219477,0,0,0,0,27.86825497,24,25.93412748,8107.880682,0,0,21,24,0,782.321187
 02/24  17:05:00,-13.3,23.75,0,1.68,168,84,51.84,33.0100823,0,167.4457041,10.16922508,10.9343917,0,167.4457041,0,0,63.68814255,11.05696919,0,0,0,0,27.71242263,24,25.85621131,8107.291232,0,0,21,24,0,707.94863
 02/24  17:10:00,-13.3,19,0,1.68,168,84,51.84,25.28410166,0,175.124173,7.789126922,8.375206967,0,175.124173,0,0,48.35344459,8.394695241,0,0,0,0,27.56358997,24,25.78179499,8106.701781,0,0,21,24,0,680.4560571
 02/24  17:15:00,-13.3,14.25,0,1.68,168,84,51.84,17.84043898,0,182.527361,5.496000826,5.909538369,0,182.527361,0,0,33.67108002,5.845673615,0,0,0,0,27.41928978,24,25.70964489,8106.112331,0,0,21,24,0,654.177151
 02/24  17:20:00,-13.3,9.5,0,1.68,168,84,51.84,11.28689042,0,188.9831544,3.477087035,3.73871473,0,188.9831544,0,0,21.04544307,3.653722756,0,0,0,0,27.27963494,24,25.63981747,8105.522881,0,0,21,24,0,629.0242891
 02/24  17:25:00,-13.3,4.75,0,1.68,168,84,51.84,5.596116271,0,194.5209962,1.723963164,1.853679937,0,194.5209962,0,0,10.41336169,1.807875294,0,0,0,0,27.14454897,24,25.57227449,8104.93343,0,0,21,24,0,604.9697258
 02/24  17:30:00,-13.3,0,0,1.68,168,84,51.84,0,0,199.976403,0,0,0,199.976403,0,0,0,0,0,0,0,0,27.01326619,24,25.5066331,8104.34398,0,0,21,24,0,581.8857482
 02/24  17:35:00,-13.3,0,0,1.68,168,84,51.84,0,0,199.3560096,0,0,0,199.3560096,0,0,0,0,0,0,0,0,26.89064813,24,25.44532407,8103.754529,0,0,21,24,0,560.4067133
 02/24  17:40:00,-13.3,0,0,1.68,168,84,51.84,0,0,198.7687504,0,0,0,198.7687504,0,0,0,0,0,0,0,0,26.77304952,24,25.38652476,8103.165079,0,0,21,24,0,540.1184253
 02/24  17:45:00,-13.3,0,0,1.68,168,84,51.84,0,0,198.2027318,0,0,0,198.2027318,0,0,0,0,0,0,0,0,26.65983907,24,25.32991953,8102.575629,0,0,21,24,0,520.8276317
 02/24  17:50:00,-13.3,0,0,1.68,168,84,51.84,0,0,197.6553017,0,0,0,197.6553017,0,0,0,0,0,0,0,0,26.55065628,24,25.27532814,8101.986178,0,0,21,24,0,502.4494819
 02/24  17:55:00,-13.3,0,0,1.68,168,84,51.84,0,0,197.1248541,0,0,0,197.1248541,0,0,0,0,0,0,0,0,26.4452302,24,25.2226151,8101.396728,0,0,21,24,0,484.9202686
 02/24  18:00:00,-13.3,0,0,1.68,168,84,51.84,0,0,196.6101814,0,0,0,196.6101814,0,0,0,0,0,0,0,0,26.34333525,24,25.17166763,8100.807278,0,0,21,24,0,468.1867366
 02/24  18:05:00,-13.35,0,0,0.48,48,60,38.88,0,0,197.358426,0,0,0,197.358426,0,0,0,0,0,0,0,0,26.22728471,24,25.11364235,8112.631719,0,0,21,24,0,362.7311523
 02/24  18:10:00,-13.4,0,0,0.48,48,60,38.88,0,0,197.1540133,0,0,0,197.1540133,0,0,0,0,0,0,0,0,26.12373848,24,25.06186924,8124.459006,0,0,21,24,0,345.9496958
 02/24  18:15:00,-13.45,0,0,0.48,48,60,38.88,0,0,196.9990045,0,0,0,196.9990045,0,0,0,0,0,0,0,0,26.02482465,24,25.01241233,8136.28914,0,0,21,24,0,330.3277836
 02/24  18:20:00,-13.5,0,0,0.48,48,60,38.88,0,0,196.8626558,0,0,0,196.8626558,0,0,0,0,0,0,0,0,25.92942535,24,24.96471268,8148.122123,0,0,21,24,0,315.48021
 02/24  18:25:00,-13.55,0,0,0.48,48,60,38.88,0,0,196.7408883,0,0,0,196.7408883,0,0,0,0,0,0,0,0,25.83709886,24,24.91854943,8159.957958,0,0,21,24,0,301.3172311
 02/24  18:30:00,-13.6,0,0,0.48,48,60,38.88,0,0,196.631914,0,0,0,196.631914,0,0,0,0,0,0,0,0,25.74756909,24,24.87378455,8171.796645,0,0,21,24,0,287.7866609
 02/24  18:35:00,-13.65,0,0,0.48,48,60,38.88,0,0,196.5346346,0,0,0,196.5346346,0,0,0,0,0,0,0,0,25.66063245,24,24.83031622,8183.638188,0,0,21,24,0,274.8524954
 02/24  18:40:00,-13.7,0,0,0.48,48,60,38.88,0,0,196.448258,0,0,0,196.448258,0,0,0,0,0,0,0,0,25.5761161,24,24.78805805,8195.482587,0,0,21,24,0,262.488874
 02/24  18:45:00,-13.75,0,0,0.48,48,60,38.88,0,0,196.3721251,0,0,0,196.3721251,0,0,0,0,0,0,0,0,25.49385962,24,24.74692981,8207.329846,0,0,21,24,0,250.6808254
 02/24  18:50:00,-13.8,0,0,0.48,48,60,38.88,0,0,196.3056459,0,0,0,196.3056459,0,0,0,0,0,0,0,0,25.41369436,24,24.70684718,8219.179966,0,0,21,24,0,239.4373559
 02/24  18:55:00,-13.85,0,0,0.48,48,60,38.88,0,0,196.2482529,0,0,0,196.2482529,0,0,0,0,0,0,0,0,25.33541361,24,24.66770681,8231.032949,0,0,21,24,0,228.8120883
 02/24  19:00:00,-13.9,0,0,0.48,48,60,38.88,0,0,196.1993489,0,0,0,196.1993489,0,0,0,0,0,0,0,0,25.25923946,24,24.62961973,8242.888796,0,0,21,24,0,218.2418505
 02/24  19:05:00,-13.85,0,0,0.48,48,60,38.88,0,0,195.6983254,0,0,0,195.6983254,0,0,0,0,0,0,0,0,25.1861212,24.53341447,24.85976784,8345.440299,0,0,16,28,0,0
 02/24  19:10:00,-13.8,0,0,0.48,48,60,38.88,0,0,196.7634822,0,0,0,196.7634822,0,0,0,0,0,0,0,0,25.18619119,24.81700444,25.00159782,8393.627718,0,0,16,28,0,0
 02/24  19:15:00,-13.75,0,0,0.48,48,60,38.88,0,0,197.1318544,0,0,0,197.1318544,0,0,0,0,0,0,0,0,25.17125441,24.99481075,25.08303258,8418.799409,0,0,16,28,0,0
 02/24  19:20:00,-13.7,0,0,0.48,48,60,38.88,0,0,197.0033737,0,0,0,197.0033737,0,0,0,0,0,0,0,0,25.14276301,25.25631796,25.19954048,8462.136097,0,0,16,28,0,0
 02/24  19:25:00,-13.65,0,0,0.48,48,60,38.88,0,0,196.9852352,0,0,0,196.9852352,0,0,0,0,0,0,0,0,25.11781779,25.51059241,25.3142051,8503.874639,0,0,16,28,0,0
 02/24  19:30:00,-13.6,0,0,0.48,48,60,38.88,0,0,197.2073406,0,0,0,197.2073406,0,0,0,0,0,0,0,0,25.10081062,25.68782749,25.39431906,8528.86267,0,0,16,28,0,0
 02/24  19:35:00,-13.55,0,0,0.48,48,60,38.88,0,0,197.2896914,0,0,0,197.2896914,0,0,0,0,0,0,0,0,25.08461131,25.77319303,25.42890217,8533.897356,0,0,16,28,0,0
 02/24  19:40:00,-13.5,0,0,0.48,48,60,38.88,0,0,197.1835611,0,0,0,197.1835611,0,0,0,0,0,0,0,0,25.06651016,25.79386131,25.43018574,8524.892207,0,0,16,28,0,0
 02/24  19:45:00,-13.45,0,0,0.48,48,60,38.88,0,0,196.9447746,0,0,0,196.9447746,0,0,0,0,0,0,0,0,25.04452444,25.78359806,25.41406125,8509.183421,0,0,16,28,0,0
 02/24  19:50:00,-13.4,0,0,0.48,48,60,38.88,0,0,196.5960926,0,0,0,196.5960926,0,0,0,0,0,0,0,0,25.01938236,25.76346624,25.3914243,8491.343979,0,0,16,28,0,0
 02/24  19:55:00,-13.35,0,0,0.48,48,60,38.88,0,0,196.2311263,0,0,0,196.2311263,0,0,0,0,0,0,0,0,24.99229842,25.7413166,25.36680751,8473.077487,0,0,16,28,0,0
 02/24  20:00:00,-13.3,0,0,0.48,48,60,38.88,0,0,195.8966614,0,0,0,195.8966614,0,0,0,0,0,0,0,0,24.9640743,25.71815043,25.34111237,8454.601311,0,0,16,28,0,0
 02/24  20:05:00,-13.35,0,0,0.24,24,36,32.4,0,0,196.0736235,0,0,0,196.0736235,0,0,0,0,0,0,0,0,24.93084147,25.57830841,25.25457494,8436.128947,0,0,16,28,0,0
 02/24  20:10:00,-13.4,0,0,0.24,24,36,32.4,0,0,195.8049542,0,0,0,195.8049542,0,0,0,0,0,0,0,0,24.88890602,25.40761339,25.1482597,8410.96552,0,0,16,28,0,0
 02/24  20:15:00,-13.45,0,0,0.24,24,36,32.4,0,0,195.4425588,0,0,0,195.4425588,0,0,0,0,0,0,0,0,24.84056408,25.2687414,25.05465274,8392.694124,0,0,16,28,0,0
 02/24  20:20:00,-13.5,0,0,0.24,24,36,32.4,0,0,195.1247525,0,0,0,195.1247525,0,0,0,0,0,0,0,0,24.79162482,25.17024809,24.98093645,8383.171908,0,0,16,28,0,0
 02/24  20:25:00,-13.55,0,0,0.24,24,36,32.4,0,0,194.8882246,0,0,0,194.8882246,0,0,0,0,0,0,0,0,24.74380214,25.0982498,24.92102597,8379.391885,0,0,16,28,0,0
 02/24  20:30:00,-13.6,0,0,0.24,24,36,32.4,0,0,194.708432,0,0,0,194.708432,0,0,0,0,0,0,0,0,24.69690994,25.0382481,24.86757902,8378.21234,0,0,16,28,0,0
 02/24  20:35:00,-13.65,0,0,0.24,24,36,32.4,0,0,194.5541034,0,0,0,194.5541034,0,0,0,0,0,0,0,0,24.65057407,24.98297001,24.81677204,8378.05698,0,0,16,28,0,0
 02/24  20:40:00,-13.7,0,0,0.24,24,36,32.4,0,0,194.4091008,0,0,0,194.4091008,0,0,0,0,0,0,0,0,24.60433021,24.92985069,24.76709045,8378.369897,0,0,16,28,0,0
 02/24  20:45:00,-13.75,0,0,0.24,24,36,32.4,0,0,194.2664503,0,0,0,194.2664503,0,0,0,0,0,0,0,0,24.55804268,24.87823424,24.71813846,8379.00898,0,0,16,28,0,0
 02/24  20:50:00,-13.8,0,0,0.24,24,36,32.4,0,0,194.1243723,0,0,0,194.1243723,0,0,0,0,0,0,0,0,24.51167953,24.82787534,24.66977744,8379.921132,0,0,16,28,0,0
 02/24  20:55:00,-13.85,0,0,0.24,24,36,32.4,0,0,193.9822284,0,0,0,193.9822284,0,0,0,0,0,0,0,0,24.46524107,24.77849708,24.62186908,8381.046367,0,0,16,28,0,0
 02/24  21:00:00,-13.9,0,0,0.24,24,36,32.4,0,0,193.8394141,0,0,0,193.8394141,0,0,0,0,0,0,0,0,24.41873084,24.72979687,24.57426386,8382.319105,0,0,16,28,0,0
 02/24  21:05:00,-13.85,0,0,0.24,24,36,32.4,0,0,193.3271512,0,0,0,193.3271512,0,0,0,0,0,0,0,0,24.37299674,24.68220223,24.52759948,8358.566198,0,0,16,28,0,0
 02/24  21:10:00,-13.8,0,0,0.24,24,36,32.4,0,0,192.8209212,0,0,0,192.8209212,0,0,0,0,0,0,0,0,24.327312,24.63578005,24.48154603,8335.081614,0,0,16,28,0,0
 02/24  21:15:00,-13.75,0,0,0.24,24,36,32.4,0,0,192.317197,0,0,0,192.317197,0,0,0,0,0,0,0,0,24.28169912,24.59028206,24.43599059,8311.811287,0,0,16,28,0,0
 02/24  21:20:00,-13.7,0,0,0.24,24,36,32.4,0,0,191.8151895,0,0,0,191.8151895,0,0,0,0,0,0,0,0,24.23616938,24.54540347,24.39078642,8288.688972,0,0,16,28,0,0
 02/24  21:25:00,-13.65,0,0,0.24,24,36,32.4,0,0,191.3142804,0,0,0,191.3142804,0,0,0,0,0,0,0,0,24.1907248,24.50092264,24.34582372,8265.666515,0,0,16,28,0,0
 02/24  21:30:00,-13.6,0,0,0.24,24,36,32.4,0,0,190.8140364,0,0,0,190.8140364,0,0,0,0,0,0,0,0,24.1453652,24.4567171,24.30104115,8242.717306,0,0,16,28,0,0
 02/24  21:35:00,-13.55,0,0,0.24,24,36,32.4,0,0,190.3142281,0,0,0,190.3142281,0,0,0,0,0,0,0,0,24.10009178,24.41272972,24.25641075,8219.828911,0,0,16,28,0,0
 02/24  21:40:00,-13.5,0,0,0.24,24,36,32.4,0,0,189.814765,0,0,0,189.814765,0,0,0,0,0,0,0,0,24.05490755,24.36893468,24.21192112,8196.995689,0,0,16,28,0,0
 02/24  21:45:00,-13.45,0,0,0.24,24,36,32.4,0,0,189.3156259,0,0,0,189.3156259,0,0,0,0,0,0,0,0,24.00981655,24.32531823,24.16756739,8174.214619,0,0,16,28,0,0
 02/24  21:50:00,-13.4,0,0,0.24,24,36,32.4,0,0,188.8168165,0,0,0,188.8168165,0,0,0,0,0,0,0,0,23.96482313,24.28187122,24.12334717,8151.483678,0,0,16,28,0,0
 02/24  21:55:00,-13.35,0,0,0.24,24,36,32.4,0,0,188.3183522,0,0,0,188.3183522,0,0,0,0,0,0,0,0,23.91993157,24.23858718,24.07925938,8128.801426,0,0,16,28,0,0
 02/24  22:00:00,-13.3,0,0,0.24,24,36,32.4,0,0,187.8202525,0,0,0,187.8202525,0,0,0,0,0,0,0,0,23.87514595,24.19546193,24.03530394,8106.166916,0,0,16,28,0,0
 02/24  22:05:00,-13.35,0,0,0.12,12,12,25.92,0,0,187.8347112,0,0,0,187.8347112,0,0,0,0,0,0,0,0,23.82774511,23.84739333,23.83756922,32169.89729,0,0,16,28,0,0
 02/24  22:10:00,-13.4,0,0,0.12,12,12,25.92,0,0,186.7993055,0,0,0,186.7993055,0,0,0,0,0,0,0,0,23.74877178,23.32073047,23.53475112,31760.61249,0,0,16,28,0,0
 02/24  22:15:00,-13.45,0,0,0.12,12,12,25.92,0,0,185.731441,0,0,0,185.731441,0,0,0,0,0,0,0,0,23.6524807,23.0396053,23.346043,31563.63937,0,0,16,28,0,0
 02/24  22:20:00,-13.5,0,0,0.12,12,12,25.92,0,0,185.1077058,0,0,0,185.1077058,0,0,0,0,0,0,0,0,23.56400732,22.89468556,23.22934644,31484.45713,0,0,16,28,0,0
 02/24  22:25:00,-13.55,0,0,0.12,12,12,25.92,0,0,184.7564592,0,0,0,184.7564592,0,0,0,0,0,0,0,0,23.48446372,22.79940948,23.1419366,31448.20979,0,0,16,28,0,0
 02/24  22:30:00,-13.6,0,0,0.12,12,12,25.92,0,0,184.442728,0,0,0,184.442728,0,0,0,0,0,0,0,0,23.40696713,22.71552494,23.06124603,31421.81242,0,0,16,28,0,0
 02/24  22:35:00,-13.65,0,0,0.12,12,12,25.92,0,0,184.1579334,0,0,0,184.1579334,0,0,0,0,0,0,0,0,23.33116578,22.63334007,22.98225292,31396.88134,0,0,16,28,0,0
 02/24  22:40:00,-13.7,0,0,0.12,12,12,25.92,0,0,183.8810999,0,0,0,183.8810999,0,0,0,0,0,0,0,0,23.25615313,22.55315688,22.90465501,31373.67829,0,0,16,28,0,0
 02/24  22:45:00,-13.75,0,0,0.12,12,12,25.92,0,0,183.6097425,0,0,0,183.6097425,0,0,0,0,0,0,0,0,23.18172346,22.47593426,22.82882886,31353.03364,0,0,16,28,0,0
 02/24  22:50:00,-13.8,0,0,0.12,12,12,25.92,0,0,183.3450879,0,0,0,183.3450879,0,0,0,0,0,0,0,0,23.10788555,22.4012596,22.75457257,31334.59099,0,0,16,28,0,0
 02/24  22:55:00,-13.85,0,0,0.12,12,12,25.92,0,0,183.0863513,0,0,0,183.0863513,0,0,0,0,0,0,0,0,23.03461134,22.32811875,22.68136505,31317.47306,0,0,16,28,0,0
 02/24  23:00:00,-13.9,0,0,0.12,12,12,25.92,0,0,182.8314319,0,0,0,182.8314319,0,0,0,0,0,0,0,0,22.96181743,22.25572021,22.60876882,31300.99502,0,0,16,28,0,0
 02/24  23:05:00,-13.94166667,0,0,0.12,12,6,25.92,0,0,182.6368603,0,0,0,182.6368603,0,0,0,0,0,0,0,0,22.88928096,22.16773404,22.5285075,31264.84886,0,0,16,28,0,0
 02/24  23:10:00,-13.98333333,0,0,0.12,12,6,25.92,0,0,182.4109317,0,0,0,182.4109317,0,0,0,0,0,0,0,0,22.81556313,22.07751792,22.44654052,31226.76299,0,0,16,28,0,0
 02/24  23:15:00,-14.025,0,0,0.12,12,6,25.92,0,0,182.1763385,0,0,0,182.1763385,0,0,0,0,0,0,0,0,22.74124111,21.99410821,22.36767466,31194.56251,0,0,16,28,0,0
 02/24  23:20:00,-14.06666667,0,0,0.12,12,6,25.92,0,0,181.9532385,0,0,0,181.9532385,0,0,0,0,0,0,0,0,22.66717286,21.91767791,22.29242539,31168.39952,0,0,16,28,0,0
 02/24  23:25:00,-14.10833333,0,0,0.12,12,6,25.92,0,0,181.7449181,0,0,0,181.7449181,0,0,0,0,0,0,0,0,22.5937007,21.84488363,22.21929216,31145.38004,0,0,16,28,0,0
 02/24  23:30:00,-14.15,0,0,0.12,12,6,25.92,0,0,181.5459021,0,0,0,181.5459021,0,0,0,0,0,0,0,0,22.52075531,21.77305918,22.14690725,31123.19537,0,0,16,28,0,0
 02/24  23:35:00,-14.19166667,0,0,0.12,12,6,25.92,0,0,181.3506631,0,0,0,181.3506631,0,0,0,0,0,0,0,0,22.44815887,21.70118783,22.07467335,31100.96485,0,0,16,28,0,0
 02/24  23:40:00,-14.23333333,0,0,0.12,12,6,25.92,0,0,181.1565845,0,0,0,181.1565845,0,0,0,0,0,0,0,0,22.37579001,21.62924275,22.00251638,31078.66522,0,0,16,28,0,0
